住宅価格の中央値,経度,緯度,築年数の中央値,合計部屋数,合計ベッドルーム数,人口,世帯数,収入の中央値,海への近さ
390500.0,-117.98,33.7,16.0,5127.0,631.0,2142.0,596.0,7.8195,<1H OCEAN
150000.0,-120.45,34.64,34.0,2571.0,499.0,1105.0,451.0,3.7778,NEAR OCEAN
75700.0,-118.92,35.37,17.0,3589.0,701.0,1746.0,640.0,2.4919,INLAND
135600.0,-120.99,37.66,39.0,1748.0,329.0,831.0,302.0,2.5938,INLAND
88700.0,-121.47,41.12,22.0,2737.0,512.0,1168.0,442.0,2.83,INLAND
82700.0,-117.13,32.71,38.0,993.0,246.0,760.0,205.0,1.1563,NEAR OCEAN
165000.0,-122.75,38.41,17.0,3150.0,588.0,1857.0,610.0,3.9688,<1H OCEAN
500001.0,-122.46,37.98,10.0,1325.0,189.0,427.0,162.0,12.0933,NEAR BAY
178500.0,-117.67,34.02,16.0,3042.0,524.0,1516.0,475.0,4.8906,INLAND
145800.0,-117.07,33.67,11.0,939.0,187.0,557.0,190.0,2.375,INLAND
268300.0,-118.3,33.8,27.0,2790.0,513.0,1498.0,519.0,5.3106,<1H OCEAN
63800.0,-120.43,36.99,16.0,1027.0,199.0,673.0,193.0,2.9688,INLAND
301500.0,-122.6,38.11,23.0,8642.0,1294.0,3594.0,1253.0,5.3962,<1H OCEAN
500001.0,-118.06,33.72,17.0,4573.0,937.0,1619.0,796.0,5.7704,NEAR OCEAN
190500.0,-117.99,33.79,29.0,2470.0,560.0,1589.0,513.0,3.1801,<1H OCEAN
179200.0,-120.99,39.26,16.0,2616.0,422.0,1090.0,425.0,3.7917,INLAND
328100.0,-118.4,33.99,36.0,1280.0,240.0,704.0,217.0,5.9632,<1H OCEAN
192500.0,-117.98,33.76,24.0,1880.0,405.0,967.0,418.0,4.4545,<1H OCEAN
118300.0,-121.86,39.75,18.0,1651.0,309.0,856.0,293.0,3.5046,INLAND
250000.0,-120.51,35.91,39.0,768.0,162.0,264.0,118.0,5.3245,INLAND
157700.0,-118.06,33.91,24.0,4880.0,1044.0,4516.0,1050.0,4.1387,<1H OCEAN
142200.0,-120.95,37.61,17.0,4054.0,654.0,2034.0,667.0,4.6833,INLAND
229300.0,-118.36,33.92,26.0,3695.0,1144.0,2308.0,1009.0,2.6667,<1H OCEAN
199000.0,-117.2,33.15,11.0,4091.0,864.0,1927.0,765.0,3.0139,<1H OCEAN
83300.0,-117.54,34.55,5.0,2949.0,671.0,1620.0,530.0,2.9479,INLAND
90500.0,-119.45,36.61,24.0,1302.0,,693.0,243.0,3.7917,INLAND
128300.0,-121.2,39.2,16.0,1039.0,182.0,554.0,184.0,2.9688,INLAND
231600.0,-122.46,37.71,47.0,1527.0,283.0,1102.0,282.0,4.0,NEAR OCEAN
69100.0,-122.37,37.94,40.0,1064.0,266.0,912.0,239.0,1.0521,NEAR BAY
365900.0,-118.41,33.97,43.0,1464.0,224.0,581.0,232.0,6.2022,<1H OCEAN
226700.0,-118.48,34.28,35.0,1511.0,274.0,873.0,254.0,5.5608,<1H OCEAN
405400.0,-122.44,37.76,52.0,2509.0,496.0,855.0,478.0,5.0731,NEAR BAY
500001.0,-122.21,37.37,34.0,1476.0,217.0,613.0,223.0,8.2883,NEAR OCEAN
141500.0,-118.05,33.93,31.0,894.0,203.0,883.0,190.0,3.6771,<1H OCEAN
242500.0,-122.4,38.34,33.0,1408.0,273.0,520.0,212.0,3.5781,<1H OCEAN
122700.0,-117.1,32.58,33.0,393.0,76.0,330.0,80.0,4.1029,NEAR OCEAN
500001.0,-118.17,33.74,36.0,2006.0,453.0,807.0,426.0,3.7838,NEAR OCEAN
55700.0,-122.61,41.74,15.0,4206.0,922.0,1863.0,869.0,2.0591,INLAND
96200.0,-117.56,33.88,36.0,838.0,210.0,722.0,180.0,2.4861,INLAND
198100.0,-117.35,33.19,28.0,2823.0,476.0,1189.0,433.0,5.1733,NEAR OCEAN
186700.0,-118.42,34.23,33.0,2478.0,457.0,1567.0,446.0,5.6629,<1H OCEAN
97400.0,-117.28,34.15,38.0,1981.0,343.0,796.0,344.0,3.8125,INLAND
90500.0,-117.34,34.07,46.0,1851.0,425.0,1100.0,377.0,2.0461,INLAND
101100.0,-121.98,38.36,24.0,2434.0,630.0,1538.0,574.0,2.1067,INLAND
54200.0,-121.27,37.96,52.0,583.0,114.0,310.0,93.0,2.5625,INLAND
500001.0,-121.83,37.23,7.0,5389.0,903.0,2232.0,825.0,6.6659,<1H OCEAN
185300.0,-118.07,33.89,29.0,1138.0,217.0,964.0,222.0,4.537,<1H OCEAN
175800.0,-117.99,33.93,36.0,1287.0,233.0,779.0,229.0,4.8523,<1H OCEAN
195800.0,-117.16,32.73,52.0,1863.0,559.0,906.0,493.0,1.9203,NEAR OCEAN
208800.0,-116.91,32.8,32.0,1943.0,287.0,1081.0,292.0,5.6846,<1H OCEAN
63600.0,-121.26,37.96,43.0,527.0,133.0,367.0,152.0,2.5,INLAND
127200.0,-117.76,34.07,48.0,1157.0,247.0,677.0,218.0,2.8594,INLAND
150400.0,-117.07,32.64,38.0,1486.0,269.0,745.0,295.0,4.6477,NEAR OCEAN
129200.0,-117.31,33.75,19.0,3173.0,678.0,2204.0,606.0,2.1484,<1H OCEAN
79200.0,-123.47,39.8,18.0,2130.0,545.0,863.0,346.0,2.3571,INLAND
128200.0,-120.87,38.83,12.0,2180.0,423.0,1070.0,377.0,2.8562,INLAND
85500.0,-118.97,35.41,36.0,1896.0,315.0,937.0,303.0,3.996,INLAND
158700.0,-122.3,38.28,31.0,1633.0,316.0,944.0,300.0,3.3977,NEAR BAY
154400.0,-118.14,34.18,50.0,1493.0,326.0,1000.0,323.0,3.3068,<1H OCEAN
96900.0,-118.27,33.94,39.0,2078.0,561.0,1901.0,504.0,1.1468,<1H OCEAN
126600.0,-122.01,38.27,17.0,9089.0,1542.0,4758.0,1520.0,4.0619,INLAND
145600.0,-120.89,37.45,29.0,1940.0,337.0,1070.0,332.0,3.6597,INLAND
200000.0,-118.28,34.1,48.0,805.0,246.0,633.0,235.0,2.3421,<1H OCEAN
88400.0,-118.27,33.93,38.0,2073.0,500.0,1657.0,470.0,1.2098,<1H OCEAN
416500.0,-122.12,37.81,26.0,4048.0,513.0,1486.0,498.0,7.6717,NEAR BAY
175000.0,-121.48,38.55,52.0,1684.0,309.0,675.0,296.0,4.1467,INLAND
66400.0,-120.66,40.42,35.0,1450.0,325.0,717.0,297.0,2.5074,INLAND
315200.0,-122.01,38.36,15.0,476.0,67.0,213.0,73.0,7.1053,INLAND
492000.0,-122.16,37.45,52.0,1135.0,219.0,441.0,200.0,7.5418,NEAR BAY
109200.0,-121.09,39.23,35.0,2637.0,511.0,1181.0,480.0,2.7813,INLAND
95300.0,-117.08,32.75,15.0,1821.0,516.0,1385.0,439.0,2.5101,NEAR OCEAN
242700.0,-117.65,34.12,17.0,3006.0,427.0,1291.0,406.0,6.2083,INLAND
141300.0,-117.95,33.92,11.0,3127.0,706.0,1594.0,694.0,4.3426,<1H OCEAN
297500.0,-118.47,34.02,38.0,2163.0,651.0,1759.0,584.0,2.3382,<1H OCEAN
66300.0,-121.82,39.72,42.0,2978.0,694.0,1879.0,679.0,1.5064,INLAND
159700.0,-118.21,33.81,45.0,1693.0,337.0,1255.0,333.0,3.6923,NEAR OCEAN
279400.0,-118.44,34.17,29.0,2685.0,642.0,1085.0,599.0,3.2763,<1H OCEAN
350000.0,-118.24,34.06,33.0,390.0,199.0,435.0,193.0,1.1979,<1H OCEAN
402600.0,-119.92,34.44,17.0,2143.0,324.0,1073.0,330.0,6.0321,NEAR OCEAN
229400.0,-117.99,33.7,25.0,2017.0,357.0,1063.0,369.0,4.0345,<1H OCEAN
453600.0,-118.1,33.94,34.0,1947.0,284.0,841.0,277.0,6.1814,<1H OCEAN
174400.0,-118.0,33.94,37.0,903.0,158.0,444.0,158.0,3.75,<1H OCEAN
248100.0,-118.26,34.14,29.0,3431.0,1222.0,4094.0,1205.0,2.2614,<1H OCEAN
59900.0,-119.56,36.71,37.0,1609.0,374.0,1173.0,344.0,2.181,INLAND
127100.0,-121.37,38.61,42.0,945.0,193.0,460.0,193.0,3.7569,INLAND
500001.0,-122.47,37.74,52.0,2055.0,265.0,735.0,252.0,8.1189,NEAR BAY
111600.0,-118.3,34.0,52.0,1296.0,246.0,853.0,238.0,3.05,<1H OCEAN
156300.0,-117.92,33.75,23.0,893.0,223.0,1149.0,216.0,2.6442,<1H OCEAN
164300.0,-118.25,34.1,42.0,598.0,147.0,312.0,144.0,2.625,<1H OCEAN
500001.0,-117.84,33.6,21.0,4281.0,582.0,1443.0,576.0,9.0519,<1H OCEAN
201200.0,-117.95,33.74,16.0,2768.0,600.0,1182.0,563.0,3.7162,<1H OCEAN
55000.0,-120.1,36.16,17.0,598.0,160.0,715.0,146.0,2.3295,INLAND
84500.0,-121.85,39.74,41.0,2901.0,689.0,1426.0,632.0,1.5633,INLAND
189600.0,-117.87,34.09,31.0,1484.0,327.0,927.0,317.0,3.6484,<1H OCEAN
60900.0,-120.14,36.04,27.0,2533.0,518.0,1371.0,461.0,2.9708,INLAND
98500.0,-117.22,34.44,5.0,4787.0,910.0,1944.0,806.0,2.6576,INLAND
338400.0,-118.65,34.2,23.0,7480.0,1084.0,3037.0,1058.0,6.9223,<1H OCEAN
182900.0,-117.15,32.92,16.0,2366.0,392.0,1482.0,407.0,4.9024,<1H OCEAN
209600.0,-118.45,34.26,35.0,1637.0,300.0,894.0,302.0,4.175,<1H OCEAN
225000.0,-121.63,38.67,34.0,431.0,85.0,391.0,77.0,2.625,INLAND
200000.0,-121.32,35.95,31.0,372.0,68.0,479.0,67.0,3.5547,NEAR OCEAN
159100.0,-117.86,33.72,32.0,1461.0,340.0,1909.0,346.0,3.5511,<1H OCEAN
404800.0,-122.15,37.42,44.0,3558.0,839.0,1779.0,832.0,3.9243,NEAR BAY
282300.0,-118.14,34.14,17.0,3404.0,1011.0,1694.0,949.0,2.9511,<1H OCEAN
84700.0,-119.03,35.33,21.0,3057.0,698.0,1627.0,680.0,2.7083,INLAND
142400.0,-118.44,34.27,29.0,1701.0,419.0,1616.0,371.0,3.3603,<1H OCEAN
131900.0,-116.31,33.73,19.0,12467.0,2508.0,4086.0,1761.0,3.2846,INLAND
272000.0,-117.69,33.54,20.0,1767.0,280.0,801.0,284.0,6.5394,<1H OCEAN
115000.0,-117.48,33.98,20.0,2451.0,475.0,1785.0,456.0,3.3966,INLAND
350000.0,-122.43,37.76,52.0,2250.0,566.0,1051.0,562.0,2.8458,NEAR BAY
49100.0,-119.77,36.76,40.0,2009.0,519.0,2219.0,505.0,1.2101,INLAND
352200.0,-122.49,37.78,46.0,3304.0,792.0,1783.0,777.0,3.6148,NEAR BAY
500001.0,-118.44,33.95,37.0,2076.0,332.0,771.0,327.0,6.2551,<1H OCEAN
500000.0,-122.44,37.8,52.0,1006.0,291.0,445.0,257.0,2.7717,NEAR BAY
167500.0,-117.96,33.87,27.0,890.0,289.0,416.0,200.0,3.141,<1H OCEAN
120600.0,-117.73,33.61,17.0,2612.0,582.0,832.0,564.0,2.6759,<1H OCEAN
117400.0,-117.48,34.08,28.0,1922.0,382.0,1565.0,340.0,3.915,INLAND
67800.0,-121.54,38.59,40.0,2120.0,504.0,1304.0,464.0,2.0368,INLAND
78500.0,-120.84,37.06,14.0,1506.0,380.0,1096.0,352.0,1.1301,INLAND
409700.0,-122.05,37.36,27.0,2621.0,513.0,1063.0,523.0,3.9848,<1H OCEAN
253200.0,-121.84,37.27,16.0,2429.0,387.0,1293.0,363.0,5.5,<1H OCEAN
500001.0,-118.37,34.06,52.0,2402.0,506.0,878.0,464.0,4.0217,<1H OCEAN
500001.0,-117.8,33.52,50.0,1152.0,341.0,519.0,225.0,3.053,<1H OCEAN
158900.0,-121.45,38.6,44.0,2324.0,413.0,823.0,375.0,4.6625,INLAND
165000.0,-118.23,33.99,5.0,706.0,203.0,839.0,199.0,4.5208,<1H OCEAN
74700.0,-119.72,36.75,11.0,4832.0,993.0,2190.0,888.0,2.6611,INLAND
167400.0,-119.18,34.19,19.0,2393.0,,1938.0,762.0,1.6953,NEAR OCEAN
137000.0,-117.82,33.73,23.0,2542.0,772.0,1720.0,675.0,3.8703,<1H OCEAN
234800.0,-117.65,33.65,16.0,1538.0,260.0,835.0,259.0,5.5779,<1H OCEAN
129200.0,-121.34,38.0,32.0,3877.0,687.0,1642.0,647.0,4.0444,INLAND
81900.0,-121.75,39.4,29.0,1687.0,327.0,864.0,334.0,2.4943,INLAND
117100.0,-121.28,38.71,8.0,4053.0,912.0,2033.0,897.0,2.8973,INLAND
165600.0,-118.08,33.91,30.0,3259.0,942.0,2744.0,895.0,2.8608,<1H OCEAN
172400.0,-118.39,34.21,14.0,2807.0,868.0,2729.0,803.0,2.6667,<1H OCEAN
361500.0,-122.55,38.02,27.0,4985.0,711.0,1928.0,742.0,6.4978,NEAR BAY
214500.0,-117.23,33.16,2.0,4624.0,946.0,2091.0,808.0,3.6736,NEAR OCEAN
181300.0,-117.89,34.09,37.0,1055.0,280.0,538.0,206.0,2.4167,<1H OCEAN
121700.0,-117.45,34.11,7.0,6356.0,1244.0,4052.0,1164.0,2.9112,INLAND
299300.0,-118.58,34.21,13.0,6227.0,1317.0,3739.0,1226.0,4.0313,<1H OCEAN
103600.0,-118.24,33.91,36.0,1446.0,316.0,1286.0,314.0,2.7083,<1H OCEAN
314200.0,-122.11,37.87,33.0,3398.0,500.0,1351.0,457.0,6.5814,NEAR BAY
98700.0,-122.21,37.77,46.0,1234.0,375.0,1183.0,354.0,2.3309,NEAR BAY
95500.0,-121.3,38.01,30.0,2547.0,485.0,1547.0,501.0,3.994,INLAND
273600.0,-122.01,37.94,18.0,2077.0,298.0,937.0,292.0,6.3809,NEAR BAY
312500.0,-121.0,39.0,4.0,170.0,23.0,93.0,27.0,10.9891,INLAND
408300.0,-118.02,33.65,38.0,2548.0,646.0,755.0,399.0,2.8352,NEAR OCEAN
94700.0,-120.55,38.31,18.0,1411.0,312.0,592.0,230.0,1.625,INLAND
201300.0,-122.26,37.78,52.0,970.0,217.0,528.0,208.0,3.3438,NEAR BAY
99400.0,-121.87,38.02,52.0,2264.0,439.0,1403.0,476.0,2.7083,INLAND
235100.0,-118.56,34.19,34.0,2579.0,561.0,1237.0,517.0,4.433,<1H OCEAN
94300.0,-117.74,34.05,30.0,1185.0,317.0,1466.0,302.0,2.625,INLAND
118100.0,-122.23,37.78,44.0,2340.0,825.0,2813.0,751.0,1.6009,NEAR BAY
189700.0,-118.36,34.02,43.0,1356.0,333.0,796.0,329.0,1.7159,<1H OCEAN
195400.0,-117.88,33.75,50.0,1344.0,228.0,747.0,234.0,4.5125,<1H OCEAN
500001.0,-122.08,37.24,21.0,427.0,63.0,182.0,70.0,11.3283,<1H OCEAN
208600.0,-118.27,33.84,24.0,6303.0,1277.0,3728.0,1252.0,3.9227,<1H OCEAN
263300.0,-121.89,37.26,25.0,3319.0,531.0,1560.0,502.0,5.8479,<1H OCEAN
340700.0,-118.37,33.88,26.0,2620.0,530.0,1282.0,525.0,4.4828,<1H OCEAN
157100.0,-118.41,34.25,18.0,3447.0,857.0,3663.0,817.0,3.2284,<1H OCEAN
381300.0,-122.68,38.46,19.0,4976.0,711.0,1926.0,625.0,7.3003,<1H OCEAN
100400.0,-122.17,37.75,47.0,998.0,211.0,597.0,185.0,3.1587,NEAR BAY
77400.0,-121.55,40.48,14.0,2413.0,524.0,805.0,329.0,2.7857,INLAND
143500.0,-118.35,33.97,33.0,1495.0,474.0,1272.0,447.0,2.0694,<1H OCEAN
454300.0,-117.82,33.84,25.0,1788.0,203.0,676.0,217.0,10.1299,<1H OCEAN
180700.0,-117.06,32.99,16.0,1306.0,196.0,713.0,222.0,6.2683,<1H OCEAN
143400.0,-122.16,37.74,52.0,771.0,147.0,355.0,144.0,4.1458,NEAR BAY
138800.0,-122.3,37.88,52.0,409.0,97.0,208.0,98.0,1.6971,NEAR BAY
91600.0,-121.33,37.97,38.0,3166.0,575.0,1351.0,561.0,3.5404,INLAND
230900.0,-118.18,34.1,8.0,1116.0,267.0,435.0,235.0,4.9231,<1H OCEAN
113500.0,-121.29,38.13,31.0,1008.0,212.0,453.0,195.0,2.3917,INLAND
53800.0,-119.0,35.33,35.0,991.0,221.0,620.0,207.0,1.9417,INLAND
147800.0,-117.16,32.58,36.0,1940.0,399.0,1076.0,382.0,3.3906,NEAR OCEAN
81300.0,-121.01,37.64,33.0,693.0,207.0,598.0,192.0,1.0217,INLAND
420000.0,-122.07,37.33,13.0,2173.0,349.0,891.0,345.0,8.0158,<1H OCEAN
322800.0,-122.22,37.47,23.0,7740.0,1943.0,4124.0,1743.0,3.3268,NEAR OCEAN
174900.0,-117.13,32.8,35.0,2129.0,382.0,1044.0,350.0,3.9732,NEAR OCEAN
169400.0,-118.18,33.97,30.0,2887.0,866.0,2806.0,830.0,2.2122,<1H OCEAN
257300.0,-122.19,37.8,48.0,1694.0,259.0,610.0,238.0,4.744,NEAR BAY
164700.0,-122.22,37.79,52.0,3424.0,690.0,2273.0,685.0,3.9048,NEAR BAY
65600.0,-119.29,36.55,21.0,2467.0,520.0,1721.0,515.0,2.5521,INLAND
228200.0,-118.07,33.82,27.0,3481.0,576.0,1660.0,560.0,5.7965,<1H OCEAN
234900.0,-118.11,33.86,33.0,2389.0,410.0,1229.0,393.0,5.3889,<1H OCEAN
149100.0,-117.65,34.03,15.0,4420.0,903.0,2373.0,858.0,3.449,INLAND
357900.0,-119.27,34.45,15.0,1659.0,274.0,679.0,253.0,5.0,<1H OCEAN
247900.0,-117.64,33.61,14.0,5232.0,810.0,3041.0,839.0,5.826,<1H OCEAN
422200.0,-118.09,33.74,44.0,1671.0,390.0,871.0,367.0,4.6369,NEAR OCEAN
144300.0,-117.58,33.87,30.0,701.0,131.0,356.0,125.0,3.2917,INLAND
153800.0,-118.17,34.09,45.0,1327.0,271.0,1069.0,284.0,3.3977,<1H OCEAN
85800.0,-122.19,37.76,26.0,1293.0,297.0,984.0,303.0,1.9479,NEAR BAY
167900.0,-118.35,34.02,34.0,3978.0,1073.0,2725.0,1035.0,1.7622,<1H OCEAN
352800.0,-118.55,34.27,25.0,4919.0,661.0,2183.0,625.0,8.1356,<1H OCEAN
106300.0,-117.38,33.2,17.0,1877.0,581.0,1288.0,426.0,1.9386,NEAR OCEAN
121300.0,-118.18,34.03,37.0,2115.0,580.0,2842.0,572.0,2.239,<1H OCEAN
269300.0,-122.21,38.28,35.0,1273.0,210.0,555.0,181.0,4.4861,NEAR BAY
230200.0,-118.58,34.23,29.0,3907.0,773.0,2037.0,727.0,4.1023,<1H OCEAN
354500.0,-122.1,37.39,36.0,1860.0,367.0,794.0,366.0,5.0871,NEAR BAY
235400.0,-121.92,36.62,52.0,1410.0,303.0,578.0,285.0,2.5625,NEAR OCEAN
155800.0,-120.33,38.26,13.0,2962.0,546.0,252.0,103.0,4.4063,INLAND
165300.0,-117.86,33.74,9.0,525.0,171.0,1257.0,165.0,3.375,<1H OCEAN
299400.0,-121.9,37.44,12.0,4228.0,734.0,2594.0,732.0,6.6086,<1H OCEAN
166700.0,-118.17,34.18,38.0,1280.0,231.0,828.0,237.0,4.375,<1H OCEAN
162500.0,-117.69,34.03,20.0,6374.0,1412.0,3690.0,1350.0,3.4184,INLAND
53500.0,-122.64,41.95,18.0,1867.0,424.0,802.0,314.0,1.8242,INLAND
119600.0,-122.32,37.91,34.0,2669.0,647.0,1341.0,555.0,2.6399,NEAR BAY
111500.0,-117.29,34.06,7.0,1971.0,403.0,1336.0,423.0,4.5066,INLAND
116400.0,-118.3,34.0,52.0,1686.0,377.0,982.0,356.0,2.0958,<1H OCEAN
245100.0,-118.04,33.8,33.0,2685.0,466.0,1359.0,476.0,5.0261,<1H OCEAN
170400.0,-121.12,39.2,9.0,1431.0,254.0,681.0,221.0,3.045,INLAND
336900.0,-118.25,34.25,34.0,3150.0,518.0,1392.0,480.0,4.9355,<1H OCEAN
119800.0,-119.68,37.35,13.0,2307.0,386.0,925.0,347.0,3.1326,INLAND
305000.0,-118.42,34.01,42.0,1700.0,438.0,997.0,436.0,2.9213,<1H OCEAN
69000.0,-119.72,36.76,23.0,6403.0,,3573.0,1260.0,2.3006,INLAND
248900.0,-122.44,37.71,46.0,1230.0,247.0,895.0,257.0,5.3913,NEAR BAY
90600.0,-118.28,33.93,52.0,117.0,33.0,74.0,45.0,0.4999,<1H OCEAN
219200.0,-117.08,32.77,31.0,1070.0,155.0,426.0,153.0,6.1628,NEAR OCEAN
139700.0,-121.81,37.31,14.0,2731.0,578.0,1109.0,551.0,3.1382,<1H OCEAN
206700.0,-118.52,34.21,36.0,2394.0,424.0,1490.0,427.0,4.3261,<1H OCEAN
201400.0,-121.28,38.77,6.0,3819.0,550.0,1738.0,587.0,5.8718,INLAND
68000.0,-121.49,38.47,26.0,6121.0,1185.0,4224.0,1105.0,2.3496,INLAND
431800.0,-118.49,34.29,26.0,4516.0,611.0,1714.0,581.0,9.2873,<1H OCEAN
93600.0,-121.28,38.9,31.0,1297.0,259.0,765.0,240.0,2.7656,INLAND
125400.0,-121.3,38.67,23.0,2145.0,340.0,1022.0,349.0,4.2037,INLAND
195600.0,-117.65,33.57,5.0,1998.0,500.0,1185.0,446.0,4.3542,<1H OCEAN
192600.0,-117.9,33.66,4.0,456.0,91.0,623.0,84.0,6.6369,<1H OCEAN
161600.0,-118.2,33.96,44.0,2144.0,477.0,1760.0,452.0,2.3221,<1H OCEAN
67500.0,-119.01,35.38,52.0,114.0,26.0,158.0,26.0,1.075,INLAND
108200.0,-118.24,34.0,38.0,1715.0,414.0,1714.0,389.0,1.7132,<1H OCEAN
208800.0,-118.08,34.09,33.0,2557.0,578.0,1715.0,530.0,2.9196,<1H OCEAN
466100.0,-122.23,37.82,52.0,3051.0,381.0,1005.0,369.0,8.1872,NEAR BAY
500001.0,-118.4,34.04,42.0,1298.0,174.0,420.0,190.0,12.8483,<1H OCEAN
166600.0,-118.09,33.95,36.0,1991.0,396.0,1306.0,403.0,4.5,<1H OCEAN
195000.0,-122.1,38.24,13.0,7367.0,1042.0,3193.0,983.0,5.3102,NEAR BAY
177400.0,-117.13,32.81,19.0,2157.0,554.0,1349.0,535.0,2.7652,NEAR OCEAN
68000.0,-118.85,35.23,26.0,1639.0,352.0,1222.0,395.0,1.7656,INLAND
259300.0,-122.08,37.7,32.0,2718.0,447.0,1156.0,410.0,5.2497,NEAR BAY
239200.0,-121.92,37.34,42.0,2101.0,524.0,1212.0,526.0,3.6389,<1H OCEAN
333900.0,-118.43,34.16,40.0,1134.0,184.0,452.0,187.0,4.569,<1H OCEAN
222500.0,-121.13,38.66,2.0,12360.0,1747.0,4438.0,1470.0,6.2503,INLAND
63600.0,-119.06,36.1,21.0,1344.0,249.0,868.0,221.0,2.5893,INLAND
92400.0,-121.3,38.58,29.0,2748.0,563.0,1619.0,525.0,2.8966,INLAND
138100.0,-118.35,34.03,35.0,1438.0,333.0,794.0,306.0,1.975,<1H OCEAN
500001.0,-122.25,37.39,33.0,370.0,42.0,153.0,53.0,10.6514,NEAR OCEAN
239100.0,-119.32,36.33,20.0,1896.0,266.0,674.0,277.0,9.0376,INLAND
112500.0,-116.97,32.79,19.0,4108.0,1101.0,2971.0,1006.0,1.9893,<1H OCEAN
73100.0,-119.6,36.58,28.0,1452.0,300.0,919.0,308.0,2.8287,INLAND
121900.0,-120.97,38.42,16.0,1748.0,322.0,4930.0,287.0,4.3029,INLAND
105000.0,-118.2,33.9,26.0,1000.0,275.0,1178.0,263.0,2.12,<1H OCEAN
166400.0,-117.65,34.08,35.0,2621.0,391.0,1074.0,391.0,4.7176,INLAND
100000.0,-121.64,39.22,37.0,1189.0,248.0,627.0,219.0,3.8611,INLAND
343600.0,-122.23,37.46,36.0,6090.0,1057.0,3081.0,1075.0,5.6629,NEAR OCEAN
231600.0,-117.84,33.66,5.0,1688.0,430.0,857.0,402.0,3.7857,<1H OCEAN
381800.0,-118.48,34.03,39.0,1530.0,401.0,1074.0,375.0,3.5076,<1H OCEAN
100000.0,-123.58,39.66,15.0,1839.0,489.0,887.0,332.0,2.2429,<1H OCEAN
86900.0,-117.28,33.92,35.0,3623.0,841.0,2721.0,766.0,2.1574,INLAND
367400.0,-122.03,37.36,16.0,2697.0,803.0,1369.0,723.0,4.4699,<1H OCEAN
176500.0,-118.3,34.26,43.0,1510.0,310.0,809.0,277.0,3.599,<1H OCEAN
108600.0,-117.66,34.05,33.0,960.0,216.0,831.0,222.0,2.5391,INLAND
245200.0,-121.83,37.23,22.0,5507.0,841.0,2785.0,848.0,6.0889,<1H OCEAN
200000.0,-119.11,35.42,52.0,154.0,,37.0,16.0,10.0263,INLAND
220500.0,-118.13,34.07,32.0,1880.0,428.0,1404.0,424.0,3.085,<1H OCEAN
375300.0,-117.79,33.68,10.0,2106.0,319.0,1002.0,332.0,8.735,<1H OCEAN
202600.0,-122.33,38.33,15.0,3193.0,468.0,1303.0,426.0,5.3017,NEAR BAY
159900.0,-118.34,33.93,35.0,1213.0,284.0,742.0,253.0,4.0625,<1H OCEAN
249500.0,-122.01,37.39,16.0,3015.0,829.0,1769.0,807.0,4.0068,<1H OCEAN
87500.0,-117.27,34.12,52.0,954.0,246.0,943.0,256.0,0.8658,INLAND
164800.0,-121.45,37.75,15.0,3846.0,677.0,2360.0,635.0,4.6173,INLAND
84100.0,-121.46,38.55,52.0,3126.0,648.0,1789.0,558.0,1.7616,INLAND
227000.0,-117.69,33.6,17.0,2150.0,361.0,1194.0,335.0,5.4622,<1H OCEAN
450000.0,-121.72,37.7,17.0,1671.0,352.0,729.0,252.0,6.1023,INLAND
183300.0,-122.03,37.53,18.0,1746.0,437.0,1268.0,404.0,3.256,NEAR BAY
336500.0,-117.93,33.67,27.0,3512.0,472.0,1391.0,481.0,8.1001,<1H OCEAN
73100.0,-121.54,38.54,36.0,1672.0,302.0,969.0,337.0,3.0536,INLAND
368300.0,-122.0,37.36,19.0,2237.0,433.0,1158.0,426.0,6.7718,<1H OCEAN
219900.0,-118.31,34.28,34.0,3258.0,610.0,1810.0,633.0,5.1145,<1H OCEAN
187500.0,-120.76,37.73,16.0,1343.0,241.0,732.0,195.0,3.5833,INLAND
305600.0,-117.7,33.47,21.0,2208.0,534.0,1423.0,482.0,3.5915,<1H OCEAN
137600.0,-117.57,33.9,7.0,3797.0,850.0,2369.0,720.0,3.5525,INLAND
500001.0,-118.4,34.06,52.0,2501.0,362.0,748.0,349.0,6.6343,<1H OCEAN
176400.0,-116.34,33.36,24.0,2746.0,514.0,731.0,295.0,3.3214,INLAND
123800.0,-121.62,39.11,11.0,3519.0,577.0,1459.0,549.0,4.2792,INLAND
101000.0,-117.67,34.09,17.0,4418.0,1256.0,2417.0,1094.0,2.7266,INLAND
172400.0,-117.16,32.81,35.0,1213.0,200.0,532.0,181.0,3.6806,NEAR OCEAN
217900.0,-118.14,33.78,44.0,2101.0,496.0,1038.0,500.0,3.108,NEAR OCEAN
85100.0,-120.49,40.31,16.0,1821.0,360.0,969.0,359.0,3.4643,INLAND
106300.0,-121.3,38.02,16.0,2717.0,621.0,3343.0,643.0,2.5473,INLAND
228500.0,-117.98,33.83,17.0,3419.0,932.0,2460.0,766.0,3.2823,<1H OCEAN
136400.0,-121.33,38.02,33.0,2854.0,489.0,1109.0,452.0,4.3008,INLAND
160800.0,-118.21,33.95,35.0,2129.0,614.0,2376.0,618.0,2.0372,<1H OCEAN
158300.0,-120.11,39.21,18.0,2245.0,392.0,421.0,162.0,4.5795,INLAND
500001.0,-122.12,37.37,18.0,1617.0,231.0,555.0,222.0,8.9021,NEAR BAY
