median_house_value,longitude,latitude,median_age,total_rooms,total_bedrooms,population,households,median_income,ocean_proximity
247800.0,-117.2,33.12,18.0,4372.0,736.0,1473.0,675.0,5.1194,NEAR OCEAN
500001.0,-118.37,34.09,31.0,2697.0,706.0,1059.0,689.0,2.8942,<1H OCEAN
239300.0,-121.65,37.12,14.0,4721.0,999.0,2648.0,888.0,3.6895,<1H OCEAN
163900.0,-117.55,33.94,30.0,5398.0,926.0,2672.0,864.0,4.4762,INLAND
153100.0,-118.37,33.97,21.0,3616.0,1060.0,2515.0,945.0,2.7464,<1H OCEAN
259800.0,-122.61,38.42,13.0,7731.0,1360.0,2543.0,1249.0,4.6957,<1H OCEAN
90200.0,-120.94,37.74,35.0,1166.0,268.0,515.0,266.0,2.3469,INLAND
159400.0,-117.25,34.16,31.0,1516.0,238.0,596.0,255.0,4.3362,INLAND
124700.0,-119.79,36.8,27.0,2462.0,484.0,852.0,449.0,3.32,INLAND
114800.0,-118.25,33.97,32.0,879.0,257.0,1057.0,230.0,1.6776,<1H OCEAN
276900.0,-121.96,37.33,35.0,2294.0,411.0,1054.0,449.0,4.0667,<1H OCEAN
311100.0,-122.13,37.75,30.0,414.0,54.0,137.0,50.0,4.975,NEAR BAY
139300.0,-120.01,39.26,26.0,1930.0,391.0,307.0,138.0,2.6023,INLAND
95300.0,-117.7,34.06,7.0,732.0,145.0,431.0,132.0,2.9107,INLAND
332700.0,-118.02,33.98,23.0,1995.0,306.0,707.0,293.0,8.6677,<1H OCEAN
248900.0,-116.87,32.75,15.0,2053.0,321.0,993.0,309.0,5.5164,<1H OCEAN
92800.0,-122.23,38.1,47.0,1303.0,278.0,694.0,269.0,2.5969,NEAR BAY
49000.0,-121.55,39.44,31.0,1434.0,283.0,811.0,289.0,1.7727,INLAND
187600.0,-119.18,34.17,32.0,2388.0,467.0,1746.0,483.0,3.9331,NEAR OCEAN
97400.0,-118.28,33.93,42.0,1898.0,460.0,1503.0,429.0,2.5179,<1H OCEAN
84000.0,-117.32,34.07,26.0,971.0,245.0,592.0,207.0,2.1125,INLAND
350000.0,-117.94,33.83,20.0,812.0,192.0,494.0,172.0,3.25,<1H OCEAN
129200.0,-118.2,33.77,41.0,1158.0,396.0,1209.0,336.0,2.7813,NEAR OCEAN
63600.0,-121.52,39.49,30.0,1217.0,238.0,677.0,233.0,2.6563,INLAND
145900.0,-120.98,37.59,2.0,5042.0,834.0,2784.0,787.0,4.6484,INLAND
129800.0,-122.07,38.24,15.0,7937.0,1635.0,4390.0,1567.0,3.5464,INLAND
168600.0,-117.94,33.85,26.0,1888.0,429.0,1550.0,458.0,3.3393,<1H OCEAN
189900.0,-116.99,32.74,17.0,3101.0,547.0,1410.0,486.0,3.1771,<1H OCEAN
175400.0,-122.36,38.03,32.0,2159.0,393.0,981.0,369.0,4.3173,NEAR BAY
65900.0,-116.17,33.67,18.0,3585.0,800.0,3873.0,788.0,2.5714,INLAND
220600.0,-118.31,33.89,37.0,2278.0,508.0,1257.0,498.0,3.7639,<1H OCEAN
48000.0,-119.42,36.35,20.0,1469.0,303.0,1031.0,259.0,1.6645,INLAND
143800.0,-118.16,33.89,38.0,483.0,113.0,389.0,108.0,2.1859,<1H OCEAN
208900.0,-118.14,33.86,43.0,2104.0,382.0,1071.0,396.0,5.0,<1H OCEAN
162500.0,-121.83,37.95,17.0,1133.0,244.0,716.0,235.0,2.875,INLAND
188800.0,-122.71,38.45,52.0,2259.0,537.0,957.0,520.0,2.1827,<1H OCEAN
500001.0,-118.09,34.18,34.0,3113.0,409.0,1139.0,418.0,10.2289,INLAND
151700.0,-121.99,38.34,13.0,3252.0,610.0,1915.0,631.0,4.2137,INLAND
292900.0,-120.01,34.54,30.0,2992.0,609.0,1288.0,465.0,3.9375,NEAR OCEAN
152400.0,-117.19,34.03,36.0,2223.0,361.0,942.0,331.0,4.6806,INLAND
409600.0,-118.34,34.12,41.0,3257.0,679.0,1237.0,638.0,4.2415,<1H OCEAN
159500.0,-117.92,33.8,17.0,1317.0,256.0,679.0,272.0,4.6696,<1H OCEAN
90800.0,-116.83,34.25,15.0,8948.0,1985.0,1316.0,514.0,2.7375,INLAND
158000.0,-120.43,34.89,30.0,1979.0,342.0,999.0,320.0,5.0286,<1H OCEAN
156800.0,-117.06,32.76,36.0,2785.0,577.0,1275.0,527.0,2.3015,NEAR OCEAN
301700.0,-118.51,34.28,29.0,4239.0,653.0,1890.0,631.0,6.3911,<1H OCEAN
327100.0,-122.28,37.89,52.0,1225.0,169.0,412.0,168.0,5.7912,NEAR BAY
127100.0,-118.16,33.91,28.0,2922.0,739.0,3013.0,673.0,2.9531,<1H OCEAN
361900.0,-122.24,37.48,40.0,4459.0,1027.0,2080.0,982.0,3.5322,NEAR OCEAN
366700.0,-121.93,37.89,13.0,2085.0,292.0,852.0,264.0,7.3445,INLAND
405900.0,-122.16,37.44,34.0,2199.0,529.0,1193.0,532.0,4.2972,NEAR BAY
87500.0,-121.49,38.56,42.0,900.0,239.0,506.0,231.0,1.2813,INLAND
221400.0,-118.37,34.17,10.0,1431.0,473.0,1438.0,429.0,2.2756,<1H OCEAN
203800.0,-117.97,33.78,35.0,3148.0,597.0,2110.0,587.0,3.9479,<1H OCEAN
398800.0,-122.26,38.36,25.0,1821.0,344.0,349.0,179.0,6.9931,INLAND
223900.0,-122.04,36.96,44.0,1294.0,269.0,645.0,259.0,3.2437,NEAR OCEAN
350700.0,-122.24,37.72,5.0,18634.0,2885.0,7427.0,2718.0,7.611,NEAR BAY
144300.0,-117.05,32.69,21.0,991.0,210.0,695.0,203.0,3.625,NEAR OCEAN
159200.0,-118.07,33.91,29.0,2387.0,570.0,1978.0,548.0,3.1957,<1H OCEAN
412500.0,-122.4,37.8,52.0,2094.0,568.0,920.0,503.0,4.2015,NEAR BAY
300000.0,-117.2,32.79,16.0,2079.0,394.0,746.0,383.0,5.0958,NEAR OCEAN
108900.0,-117.02,33.81,10.0,6317.0,1335.0,2625.0,1094.0,2.3,INLAND
92700.0,-119.09,36.35,21.0,3146.0,595.0,1580.0,513.0,2.7857,INLAND
112500.0,-116.92,32.81,17.0,1312.0,394.0,836.0,337.0,1.6686,<1H OCEAN
127600.0,-117.1,32.58,27.0,2616.0,591.0,1889.0,577.0,2.3824,NEAR OCEAN
286500.0,-122.31,37.93,39.0,2505.0,371.0,872.0,345.0,5.3433,NEAR BAY
276100.0,-117.95,33.75,19.0,1983.0,283.0,1098.0,275.0,6.6355,<1H OCEAN
160300.0,-118.11,34.06,14.0,2628.0,668.0,2208.0,574.0,2.9764,<1H OCEAN
244300.0,-122.07,37.58,16.0,1644.0,251.0,1033.0,267.0,6.5116,NEAR BAY
477300.0,-118.43,34.05,24.0,3832.0,949.0,1613.0,893.0,3.9673,<1H OCEAN
362300.0,-122.04,36.97,30.0,2695.0,424.0,1098.0,420.0,5.3972,NEAR OCEAN
84300.0,-120.76,37.65,25.0,3214.0,682.0,2319.0,640.0,2.0385,INLAND
99400.0,-117.34,34.08,33.0,4924.0,1007.0,3502.0,953.0,3.233,INLAND
142900.0,-123.22,39.28,16.0,5569.0,1106.0,3148.0,1088.0,3.1455,<1H OCEAN
144400.0,-117.92,34.12,32.0,2552.0,576.0,2161.0,548.0,2.9459,<1H OCEAN
500001.0,-118.86,34.07,16.0,1409.0,244.0,970.0,172.0,8.0144,NEAR OCEAN
142400.0,-120.44,34.66,22.0,3231.0,549.0,1739.0,581.0,4.5417,NEAR OCEAN
500001.0,-122.43,37.81,52.0,4309.0,942.0,1297.0,798.0,4.6781,NEAR BAY
103000.0,-118.24,33.9,38.0,2055.0,442.0,1518.0,425.0,2.3382,<1H OCEAN
65200.0,-120.05,36.95,18.0,2287.0,534.0,1339.0,505.0,2.2527,INLAND
148800.0,-118.15,34.18,45.0,2612.0,664.0,3117.0,584.0,2.3029,<1H OCEAN
500001.0,-118.38,33.82,34.0,1822.0,364.0,750.0,366.0,5.9907,NEAR OCEAN
54100.0,-122.25,40.17,47.0,1554.0,308.0,846.0,301.0,1.8077,INLAND
125000.0,-117.71,34.1,41.0,555.0,130.0,1492.0,123.0,2.2813,INLAND
159800.0,-117.98,34.05,33.0,1560.0,315.0,1467.0,313.0,4.1429,<1H OCEAN
90400.0,-122.68,41.15,32.0,817.0,206.0,224.0,89.0,3.631,INLAND
75700.0,-121.44,38.54,47.0,2518.0,501.0,1308.0,471.0,2.5389,INLAND
500001.0,-122.14,37.36,23.0,11294.0,1377.0,3840.0,1367.0,12.1387,NEAR BAY
240200.0,-121.71,36.78,19.0,2371.0,324.0,944.0,332.0,5.9175,<1H OCEAN
96800.0,-118.23,33.9,34.0,2462.0,553.0,2334.0,502.0,1.641,<1H OCEAN
322300.0,-121.91,36.99,23.0,5675.0,964.0,2197.0,880.0,4.8693,NEAR OCEAN
500001.0,-118.4,33.88,35.0,1753.0,296.0,615.0,275.0,7.5,<1H OCEAN
296000.0,-118.59,34.17,36.0,1887.0,359.0,761.0,329.0,5.4847,<1H OCEAN
180500.0,-118.32,33.91,33.0,1729.0,396.0,1073.0,344.0,4.2083,<1H OCEAN
185200.0,-117.96,33.94,31.0,2397.0,518.0,1407.0,476.0,2.6641,<1H OCEAN
86400.0,-120.37,36.13,10.0,2522.0,533.0,1335.0,493.0,3.2639,INLAND
127100.0,-116.45,32.65,22.0,2680.0,643.0,1644.0,516.0,2.1949,INLAND
103000.0,-121.38,38.59,36.0,1239.0,237.0,764.0,222.0,3.0156,INLAND
214300.0,-119.51,37.32,14.0,362.0,78.0,88.0,39.0,3.5893,INLAND
140600.0,-121.48,38.58,48.0,2434.0,744.0,1281.0,662.0,1.6277,INLAND
390000.0,-122.03,37.18,10.0,212.0,38.0,78.0,21.0,6.0622,<1H OCEAN
92300.0,-119.67,36.65,20.0,2512.0,449.0,1464.0,450.0,3.9211,INLAND
54000.0,-121.27,37.96,41.0,461.0,101.0,382.0,79.0,1.275,INLAND
162500.0,-122.28,37.81,17.0,924.0,289.0,609.0,289.0,1.5,NEAR BAY
500001.0,-122.36,37.57,35.0,1774.0,205.0,588.0,207.0,10.7339,NEAR OCEAN
500001.0,-118.43,34.06,31.0,1317.0,284.0,523.0,274.0,7.4219,<1H OCEAN
155400.0,-118.16,34.17,46.0,1508.0,261.0,674.0,255.0,3.5909,<1H OCEAN
184500.0,-117.08,32.8,25.0,2963.0,552.0,1162.0,556.0,3.625,NEAR OCEAN
165500.0,-118.28,33.8,38.0,1471.0,329.0,1207.0,335.0,4.0,<1H OCEAN
158700.0,-117.98,33.87,29.0,1310.0,332.0,937.0,294.0,3.8068,<1H OCEAN
68000.0,-121.02,37.6,33.0,1009.0,238.0,1027.0,246.0,2.5993,INLAND
192600.0,-117.81,34.12,23.0,7063.0,1176.0,3100.0,1112.0,4.8229,INLAND
316300.0,-122.58,37.98,52.0,3675.0,649.0,1553.0,639.0,4.6905,NEAR BAY
112500.0,-118.27,33.76,46.0,22.0,11.0,32.0,7.0,3.125,NEAR OCEAN
283500.0,-118.11,33.93,35.0,2670.0,493.0,1196.0,488.0,3.8427,<1H OCEAN
266200.0,-117.9,34.06,33.0,1330.0,209.0,578.0,192.0,5.6406,<1H OCEAN
284100.0,-118.24,34.15,20.0,2734.0,658.0,1562.0,607.0,3.3906,<1H OCEAN
70500.0,-122.24,40.19,29.0,1912.0,336.0,859.0,325.0,3.7,INLAND
427200.0,-118.38,33.83,35.0,2152.0,454.0,902.0,414.0,4.5179,<1H OCEAN
155500.0,-117.9,34.14,35.0,2259.0,505.0,1561.0,509.0,3.3043,<1H OCEAN
249400.0,-117.65,33.42,25.0,2174.0,428.0,603.0,352.0,3.3967,NEAR OCEAN
191900.0,-118.35,33.93,26.0,3156.0,857.0,2394.0,787.0,3.01,<1H OCEAN
195100.0,-122.37,38.33,29.0,1868.0,291.0,764.0,284.0,4.825,NEAR BAY
86500.0,-117.14,32.7,48.0,510.0,180.0,545.0,132.0,1.8008,NEAR OCEAN
88200.0,-118.24,33.91,40.0,972.0,240.0,761.0,225.0,1.4688,<1H OCEAN
92500.0,-117.2,34.46,7.0,8414.0,1584.0,5146.0,1517.0,3.2794,INLAND
220500.0,-118.13,34.04,40.0,1444.0,312.0,881.0,303.0,3.1083,<1H OCEAN
240800.0,-122.39,38.37,33.0,1066.0,191.0,403.0,163.0,6.8,<1H OCEAN
500001.0,-118.28,34.02,29.0,515.0,229.0,2690.0,217.0,0.4999,<1H OCEAN
145500.0,-117.08,33.12,37.0,1060.0,268.0,823.0,229.0,1.8363,<1H OCEAN
146800.0,-121.79,38.01,17.0,4032.0,814.0,1749.0,618.0,3.1728,INLAND
430900.0,-121.96,37.24,26.0,3032.0,605.0,1208.0,562.0,5.4683,<1H OCEAN
178300.0,-122.14,38.01,50.0,1760.0,341.0,741.0,316.0,4.5,NEAR BAY
55500.0,-121.58,39.15,34.0,1376.0,376.0,702.0,317.0,1.4946,INLAND
157600.0,-120.96,37.77,32.0,2262.0,416.0,1156.0,404.0,3.8534,INLAND
235800.0,-118.62,34.2,23.0,3098.0,542.0,1486.0,492.0,5.7613,<1H OCEAN
137500.0,-122.28,37.8,52.0,215.0,87.0,904.0,88.0,0.8668,NEAR BAY
218200.0,-118.29,33.89,32.0,2355.0,583.0,1605.0,571.0,4.2171,<1H OCEAN
83500.0,-122.18,37.74,42.0,541.0,154.0,380.0,123.0,2.3456,NEAR BAY
75800.0,-117.29,34.13,44.0,2337.0,563.0,1238.0,467.0,1.5156,INLAND
314000.0,-117.74,33.85,4.0,5416.0,820.0,1753.0,583.0,6.9544,<1H OCEAN
86400.0,-115.57,32.78,29.0,2321.0,367.0,1173.0,360.0,4.0375,INLAND
91200.0,-116.97,33.94,29.0,3197.0,632.0,1722.0,603.0,3.0432,INLAND
215100.0,-117.91,33.76,20.0,4413.0,,4818.0,1063.0,2.8594,<1H OCEAN
143300.0,-118.65,36.57,20.0,1431.0,416.0,570.0,225.0,1.4821,INLAND
205600.0,-118.15,34.08,44.0,1053.0,251.0,941.0,256.0,3.125,<1H OCEAN
144300.0,-121.3,38.65,26.0,3192.0,447.0,1132.0,418.0,4.5278,INLAND
165700.0,-118.21,33.82,45.0,455.0,92.0,394.0,89.0,4.9562,NEAR OCEAN
231500.0,-118.38,34.25,38.0,983.0,185.0,513.0,170.0,4.8816,<1H OCEAN
58400.0,-121.22,37.97,37.0,1514.0,337.0,1121.0,337.0,2.401,INLAND
214000.0,-117.99,33.94,34.0,1519.0,301.0,758.0,304.0,4.3125,<1H OCEAN
137500.0,-117.92,34.63,34.0,81.0,26.0,53.0,14.0,1.4091,INLAND
92600.0,-118.24,33.9,39.0,642.0,129.0,475.0,123.0,1.2083,<1H OCEAN
165100.0,-122.32,37.94,38.0,2751.0,522.0,1390.0,489.0,3.7277,NEAR BAY
158200.0,-118.2,33.85,46.0,1854.0,462.0,1360.0,429.0,2.4844,<1H OCEAN
474300.0,-118.39,33.88,33.0,2496.0,387.0,1098.0,404.0,7.6685,<1H OCEAN
322900.0,-122.49,37.78,32.0,3028.0,815.0,1704.0,718.0,3.2028,NEAR BAY
207200.0,-118.52,34.2,37.0,1795.0,346.0,1082.0,354.0,4.9102,<1H OCEAN
302500.0,-118.01,33.73,23.0,4095.0,578.0,1766.0,589.0,6.7418,<1H OCEAN
187100.0,-122.21,37.8,52.0,3519.0,711.0,1883.0,706.0,3.4861,NEAR BAY
158500.0,-118.46,34.3,32.0,2424.0,476.0,2291.0,419.0,4.0337,<1H OCEAN
57500.0,-121.18,41.31,22.0,2124.0,432.0,829.0,313.0,2.4519,INLAND
91800.0,-116.31,33.67,11.0,4686.0,851.0,2466.0,731.0,3.3333,INLAND
267700.0,-122.32,37.94,47.0,1911.0,283.0,697.0,275.0,6.2712,NEAR BAY
91600.0,-121.32,38.67,21.0,3455.0,706.0,1605.0,704.0,3.1382,INLAND
71200.0,-122.64,41.73,36.0,3319.0,664.0,1492.0,631.0,1.8694,INLAND
256700.0,-121.76,37.7,9.0,3980.0,736.0,1705.0,679.0,5.7068,INLAND
114400.0,-117.69,34.06,29.0,873.0,226.0,649.0,198.0,2.7986,INLAND
231200.0,-118.02,33.75,26.0,2989.0,479.0,1596.0,475.0,5.7157,<1H OCEAN
194300.0,-121.82,37.25,16.0,2650.0,600.0,1969.0,586.0,3.9461,<1H OCEAN
133400.0,-118.32,34.02,51.0,2010.0,460.0,1355.0,433.0,2.0304,<1H OCEAN
196600.0,-119.16,34.15,23.0,3204.0,644.0,2295.0,614.0,3.9485,NEAR OCEAN
221800.0,-118.56,34.23,36.0,2406.0,432.0,1242.0,454.0,4.6944,<1H OCEAN
350000.0,-118.5,34.02,35.0,2914.0,934.0,1334.0,870.0,2.9934,<1H OCEAN
267000.0,-122.19,37.48,45.0,886.0,165.0,492.0,173.0,4.2708,NEAR BAY
242000.0,-118.32,33.89,34.0,2675.0,560.0,1270.0,492.0,4.5053,<1H OCEAN
90100.0,-119.83,36.8,24.0,3756.0,681.0,1586.0,739.0,3.8571,INLAND
339000.0,-118.37,33.84,32.0,1751.0,328.0,819.0,323.0,6.7105,<1H OCEAN
73100.0,-121.54,38.54,36.0,1672.0,302.0,969.0,337.0,3.0536,INLAND
166700.0,-119.28,34.27,44.0,706.0,176.0,399.0,149.0,3.0089,NEAR OCEAN
153500.0,-118.04,33.92,34.0,1995.0,417.0,1573.0,407.0,3.4907,<1H OCEAN
96900.0,-118.02,34.62,38.0,248.0,55.0,261.0,53.0,2.1413,INLAND
52500.0,-119.19,35.96,25.0,2014.0,402.0,1160.0,362.0,1.881,INLAND
173800.0,-117.37,33.19,23.0,4104.0,1274.0,4729.0,1187.0,1.8214,NEAR OCEAN
417000.0,-117.77,33.8,16.0,3973.0,483.0,1373.0,452.0,9.8074,<1H OCEAN
369700.0,-122.32,37.55,46.0,1437.0,266.0,607.0,263.0,4.8068,NEAR OCEAN
285900.0,-118.34,33.86,35.0,1936.0,343.0,1008.0,346.0,5.4791,<1H OCEAN
152400.0,-118.22,34.66,17.0,3810.0,662.0,1867.0,586.0,4.9,INLAND
500001.0,-118.08,34.15,28.0,238.0,58.0,142.0,31.0,0.4999,INLAND
500001.0,-122.2,37.4,37.0,1296.0,194.0,540.0,192.0,8.2782,NEAR OCEAN
179400.0,-118.09,34.06,30.0,1980.0,552.0,2264.0,511.0,2.6094,<1H OCEAN
201900.0,-118.04,33.83,20.0,1488.0,312.0,972.0,283.0,4.055,<1H OCEAN
218800.0,-118.16,33.84,36.0,2444.0,432.0,1199.0,424.0,4.1538,<1H OCEAN
225200.0,-117.95,33.74,25.0,1393.0,243.0,976.0,245.0,5.4485,<1H OCEAN
87500.0,-118.23,33.95,37.0,2667.0,671.0,2865.0,683.0,0.6831,<1H OCEAN
82200.0,-117.36,33.97,32.0,1625.0,335.0,1212.0,327.0,2.7596,INLAND
254000.0,-118.24,34.14,28.0,1843.0,554.0,1402.0,512.0,2.462,<1H OCEAN
92700.0,-120.95,37.73,12.0,3609.0,712.0,2650.0,742.0,2.8565,INLAND
194400.0,-121.88,37.34,44.0,1267.0,353.0,1018.0,327.0,2.4196,<1H OCEAN
262100.0,-117.21,32.75,27.0,2072.0,534.0,1118.0,510.0,2.8043,NEAR OCEAN
173900.0,-118.06,34.06,28.0,2127.0,625.0,3160.0,620.0,2.5763,<1H OCEAN
130600.0,-120.76,38.12,7.0,7188.0,1288.0,3175.0,1115.0,3.8488,INLAND
290600.0,-120.37,34.69,18.0,1868.0,315.0,747.0,265.0,4.7946,NEAR OCEAN
93900.0,-119.77,36.74,20.0,1855.0,519.0,1091.0,443.0,1.5547,INLAND
261000.0,-119.73,34.43,27.0,1448.0,404.0,978.0,338.0,2.303,NEAR OCEAN
55100.0,-121.53,39.08,15.0,1810.0,441.0,1157.0,375.0,2.0469,INLAND
68500.0,-116.22,33.73,38.0,1695.0,352.0,1279.0,305.0,2.1217,INLAND
170200.0,-121.05,39.11,7.0,2767.0,423.0,1143.0,382.0,3.6333,INLAND
175400.0,-117.12,32.73,52.0,3976.0,718.0,1750.0,769.0,3.4151,NEAR OCEAN
222400.0,-118.39,34.17,40.0,1696.0,372.0,835.0,385.0,3.6563,<1H OCEAN
206300.0,-122.41,37.75,9.0,1282.0,334.0,1176.0,305.0,2.6538,NEAR BAY
200000.0,-117.16,32.75,34.0,1785.0,558.0,804.0,490.0,2.2687,NEAR OCEAN
216200.0,-117.89,33.82,24.0,1268.0,210.0,700.0,224.0,5.0605,<1H OCEAN
383300.0,-118.37,34.09,38.0,1349.0,344.0,547.0,309.0,3.2159,<1H OCEAN
159300.0,-117.22,34.15,9.0,2524.0,352.0,1139.0,362.0,6.2516,INLAND
156900.0,-122.02,38.02,44.0,1465.0,247.0,817.0,237.0,4.8693,NEAR BAY
61500.0,-122.05,39.34,44.0,1064.0,230.0,494.0,175.0,2.875,INLAND
230900.0,-121.83,37.28,17.0,3057.0,606.0,2030.0,602.0,5.2166,<1H OCEAN
104400.0,-123.4,39.46,10.0,4086.0,831.0,2111.0,758.0,3.2156,<1H OCEAN
90600.0,-118.28,33.93,43.0,269.0,74.0,295.0,79.0,2.2969,<1H OCEAN
162200.0,-121.8,36.68,18.0,8581.0,1957.0,6071.0,1889.0,3.0,<1H OCEAN
181000.0,-117.93,34.04,23.0,6361.0,1168.0,4580.0,1109.0,4.9342,<1H OCEAN
153000.0,-118.21,34.08,52.0,3672.0,808.0,3062.0,764.0,2.6806,<1H OCEAN
270700.0,-118.31,33.84,52.0,1819.0,464.0,1068.0,424.0,3.625,<1H OCEAN
443800.0,-122.26,37.55,17.0,4576.0,814.0,1941.0,807.0,5.9572,NEAR BAY
141300.0,-117.95,33.92,11.0,3127.0,706.0,1594.0,694.0,4.3426,<1H OCEAN
133600.0,-120.88,37.52,2.0,1871.0,409.0,707.0,256.0,2.6103,INLAND
101500.0,-120.44,37.29,18.0,1260.0,268.0,576.0,263.0,1.7222,INLAND
72500.0,-122.91,39.18,43.0,89.0,18.0,86.0,27.0,2.0208,INLAND
243800.0,-118.53,34.17,18.0,6430.0,1412.0,2897.0,1348.0,3.855,<1H OCEAN
91300.0,-119.85,36.82,9.0,3995.0,778.0,1691.0,712.0,3.3239,INLAND
88900.0,-122.22,40.18,13.0,3719.0,803.0,1754.0,764.0,2.3517,INLAND
130500.0,-117.71,34.05,20.0,2281.0,444.0,1545.0,481.0,2.5735,INLAND
90400.0,-119.98,38.93,25.0,1262.0,293.0,534.0,226.0,2.6607,INLAND
187500.0,-117.88,33.78,26.0,1813.0,421.0,1235.0,343.0,3.5972,<1H OCEAN
225000.0,-122.25,37.8,42.0,4120.0,1065.0,1715.0,1015.0,2.9345,NEAR BAY
222000.0,-118.13,33.91,34.0,916.0,162.0,552.0,164.0,4.9107,<1H OCEAN
121800.0,-118.17,34.05,35.0,1256.0,294.0,2990.0,302.0,3.1528,<1H OCEAN
117100.0,-117.35,33.21,18.0,2971.0,606.0,2051.0,493.0,2.675,NEAR OCEAN
194800.0,-121.77,36.92,9.0,4934.0,1112.0,3198.0,977.0,3.5,<1H OCEAN
153900.0,-121.45,38.58,44.0,2314.0,415.0,796.0,388.0,3.4914,INLAND
159200.0,-116.94,32.82,35.0,1737.0,285.0,826.0,294.0,3.2411,<1H OCEAN
342000.0,-121.99,37.3,28.0,4863.0,901.0,2110.0,868.0,5.1483,<1H OCEAN
82600.0,-116.15,34.14,18.0,3312.0,705.0,1251.0,512.0,3.0139,INLAND
116900.0,-117.06,32.72,31.0,2669.0,514.0,1626.0,499.0,3.1923,NEAR OCEAN
500001.0,-122.44,37.8,52.0,1603.0,487.0,727.0,464.0,3.9856,NEAR BAY
287900.0,-118.12,34.17,52.0,2948.0,542.0,1363.0,495.0,4.7098,INLAND
95800.0,-119.8,36.83,17.0,1560.0,261.0,709.0,258.0,4.3315,INLAND
167300.0,-122.12,37.69,10.0,2227.0,560.0,1140.0,472.0,2.3973,NEAR BAY
179800.0,-121.5,38.54,44.0,1167.0,201.0,452.0,209.0,3.7344,INLAND
439200.0,-122.47,37.99,22.0,7274.0,1002.0,2468.0,957.0,7.494,NEAR BAY
500001.0,-118.4,33.88,36.0,1543.0,214.0,474.0,187.0,9.3399,<1H OCEAN
168900.0,-118.21,33.96,39.0,2050.0,529.0,1959.0,485.0,2.1389,<1H OCEAN
114300.0,-121.48,38.57,38.0,1145.0,324.0,596.0,288.0,1.78,INLAND
421600.0,-118.27,34.1,51.0,3149.0,519.0,1082.0,510.0,6.4459,<1H OCEAN
125800.0,-120.43,34.7,26.0,2353.0,389.0,1420.0,389.0,3.87,NEAR OCEAN
158000.0,-117.64,34.02,10.0,4887.0,930.0,2637.0,831.0,4.0611,INLAND
243200.0,-121.85,37.4,23.0,1793.0,319.0,1145.0,310.0,5.5968,<1H OCEAN
99000.0,-121.29,38.02,12.0,2006.0,426.0,1849.0,396.0,2.5437,INLAND
120100.0,-120.71,38.85,8.0,1877.0,479.0,884.0,323.0,3.4688,INLAND
112500.0,-119.72,36.34,33.0,1287.0,214.0,580.0,210.0,3.2019,INLAND
250800.0,-121.84,37.27,17.0,2795.0,482.0,1904.0,506.0,5.0186,<1H OCEAN
215400.0,-117.94,33.82,34.0,1347.0,212.0,676.0,201.0,3.8828,<1H OCEAN
208100.0,-118.25,33.84,19.0,1731.0,420.0,1032.0,364.0,3.8125,<1H OCEAN
253600.0,-122.01,37.36,16.0,1105.0,354.0,499.0,324.0,4.2061,<1H OCEAN
206300.0,-120.66,35.28,46.0,2054.0,502.0,1170.0,494.0,2.1786,NEAR OCEAN
500001.0,-117.71,33.51,12.0,4676.0,698.0,1543.0,598.0,6.379,<1H OCEAN
149000.0,-118.34,33.98,46.0,2126.0,409.0,1292.0,414.0,2.9315,<1H OCEAN
153700.0,-121.44,38.43,3.0,39320.0,6210.0,16305.0,5358.0,4.9516,INLAND
243000.0,-122.42,37.74,52.0,1540.0,370.0,1136.0,363.0,4.3125,NEAR BAY
88500.0,-115.48,32.8,21.0,1260.0,246.0,805.0,239.0,2.6172,INLAND
180900.0,-118.12,33.89,29.0,2666.0,848.0,2030.0,781.0,2.5432,<1H OCEAN
157800.0,-118.16,33.97,23.0,1516.0,457.0,1977.0,435.0,2.3068,<1H OCEAN
261100.0,-122.25,37.84,52.0,3549.0,707.0,1551.0,714.0,3.6912,NEAR BAY
217200.0,-118.41,34.2,32.0,2734.0,654.0,2209.0,610.0,3.5164,<1H OCEAN
390800.0,-122.53,37.92,45.0,1530.0,324.0,608.0,328.0,3.875,NEAR BAY
65600.0,-122.38,40.67,10.0,2281.0,444.0,1274.0,438.0,2.212,INLAND
157300.0,-117.28,33.18,16.0,3002.0,591.0,842.0,538.0,2.1205,NEAR OCEAN
119800.0,-117.39,34.13,9.0,2228.0,398.0,1316.0,370.0,4.1632,INLAND
322300.0,-122.07,37.41,26.0,1184.0,225.0,815.0,218.0,5.7657,NEAR BAY
91600.0,-117.2,33.16,13.0,4503.0,1137.0,3094.0,1091.0,2.3159,<1H OCEAN
288500.0,-122.67,38.25,32.0,1333.0,235.0,660.0,206.0,4.0729,<1H OCEAN
405900.0,-121.87,37.22,26.0,1921.0,250.0,725.0,253.0,7.6933,<1H OCEAN
157500.0,-118.19,33.99,42.0,1429.0,436.0,1537.0,389.0,3.0114,<1H OCEAN
316700.0,-122.43,37.78,52.0,1952.0,628.0,1284.0,576.0,2.105,NEAR BAY
111500.0,-120.34,38.25,17.0,5497.0,1056.0,997.0,408.0,2.9821,INLAND
76200.0,-121.47,38.48,25.0,2969.0,551.0,1745.0,487.0,2.6382,INLAND
94900.0,-120.99,37.68,30.0,1975.0,375.0,732.0,326.0,2.6932,INLAND
160800.0,-121.93,38.01,9.0,2294.0,389.0,1142.0,365.0,5.3363,INLAND
